# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
23.248,19834,41.65,-10.238,41.687,10.239,661.78,50.78,663.72,4.3878,1.7352,0.10755,28.61,-80.598,9.7731,0.18761,5.6702,2.3258,-0.60929,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4055,0.13439,3346031,0,4.5882,0.94165,0.94176,0.30021,0.51909,0.12235,0.019943,0.089724,8.9691e-4,0,0,0,0,0.017609,0.0053112,4.024,82.049,78.773,2.8811,NaN,-24.959,468.64,316.17,5e-3,3.9304
23.253,19834,41.599,-10.237,41.635,10.237,661.8,50.786,663.75,4.3882,1.7346,0.10745,28.61,-80.598,9.7731,0.18856,5.6702,2.3304,-0.61035,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4051,0.13423,3342009,0,4.5775,0.9417,0.94181,0.30028,0.51908,0.12234,0.020046,0.090162,0.0012706,0,0,0,0,0.017721,0.0053047,4.024,82.049,78.761,2.882,NaN,-24.96,468.62,316.17,5e-3,3.9306
23.258,19835,41.548,-10.236,41.584,10.236,661.83,50.792,663.78,4.3886,1.7341,0.10735,28.61,-80.598,9.7731,0.18952,5.6702,2.3351,-0.6114,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4047,0.13407,3337988,0,4.5668,0.94175,0.94186,0.30034,0.51907,0.12234,0.020149,0.091485,0.001654,0,0,0,0,0.017835,0.0052981,4.024,82.049,78.748,2.8829,NaN,-24.962,468.61,316.17,5e-3,3.9307
23.263,19836,41.497,-10.235,41.533,10.235,661.86,50.799,663.81,4.3889,1.7336,0.10725,28.61,-80.598,9.7731,0.19048,5.6702,2.3398,-0.61245,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4042,0.13391,3333967,0,4.5561,0.9418,0.94191,0.30041,0.51906,0.12233,0.020253,0.091769,0.0015401,0,0,0,0,0.017949,0.0052916,4.024,82.049,78.736,2.8839,NaN,-24.963,468.6,316.17,5e-3,3.9308
23.268,19836,41.446,-10.234,41.482,10.234,661.89,50.805,663.83,4.3893,1.7331,0.10715,28.61,-80.598,9.7731,0.19145,5.6702,2.3445,-0.61349,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4038,0.13375,3329947,0,4.5455,0.94185,0.94196,0.30048,0.51905,0.12233,0.020357,0.091584,0.0015857,0,0,0,0,0.018065,0.005285,4.024,82.049,78.724,2.8848,NaN,-24.964,468.58,316.17,5e-3,3.9309
23.273,19837,41.395,-10.232,41.431,10.233,661.92,50.812,663.86,4.3897,1.7325,0.10706,28.61,-80.598,9.7731,0.19243,5.6702,2.3493,-0.61451,9644.8,4464,2.6093,0.019221,129.55,107.8,5.4034,0.1336,3325929,0,4.5348,0.9419,0.94201,0.30054,0.51904,0.12232,0.020463,0.092733,9.5553e-4,0,0,0,0,0.018181,0.0052785,4.024,82.049,78.712,2.8857,NaN,-24.966,468.57,316.17,5e-3,3.931
23.278,19838,41.343,-10.231,41.38,10.232,661.94,50.818,663.89,4.39,1.732,0.10696,28.61,-80.598,9.7731,0.19341,5.6702,2.354,-0.61551,9644.8,4464,2.6093,0.019221,129.54,107.8,5.4029,0.13344,3321910,0,4.5242,0.94195,0.94206,0.30061,0.51903,0.12231,0.020568,0.092351,0.0016933,0,0,0,0,0.018298,0.005272,4.024,82.049,78.7,2.8866,NaN,-24.967,468.56,316.17,5e-3,3.9311
23.283,19838,41.292,-10.23,41.329,10.231,661.97,50.824,663.92,4.3904,1.7315,0.10686,28.61,-80.598,9.7731,0.1944,5.6702,2.3588,-0.61652,9644.8,4464,2.6093,0.019221,129.54,107.8,5.4025,0.13328,3317893,0,4.5135,0.942,0.94211,0.30067,0.51902,0.12231,0.020675,0.093316,0.0016117,0,0,0,0,0.018416,0.0052654,4.024,82.049,78.688,2.8876,NaN,-24.968,468.54,316.17,5e-3,3.9313
23.288,19839,41.241,-10.229,41.277,10.23,662,50.831,663.95,4.3908,1.731,0.10676,28.61,-80.598,9.7731,0.19539,5.6702,2.3636,-0.61752,9644.8,4464,2.6093,0.019221,129.54,107.8,5.402,0.13312,3313877,0,4.5029,0.94205,0.94216,0.30074,0.51901,0.1223,0.020782,0.094167,0.0014352,0,0,0,0,0.018535,0.0052589,4.024,82.049,78.676,2.8885,NaN,-24.97,468.53,316.17,5e-3,3.9314
23.293,19840,41.19,-10.228,41.226,10.229,662.03,50.837,663.98,4.3911,1.7304,0.10666,28.61,-80.598,9.7731,0.19639,5.6702,2.3684,-0.6185,9644.8,4464,2.6093,0.019221,129.54,107.8,5.4016,0.13296,3309861,0,4.4923,0.9421,0.94221,0.3008,0.519,0.1223,0.02089,0.094001,0.0011888,0,0,0,0,0.018655,0.0052523,4.024,82.049,78.663,2.8894,NaN,-24.971,468.52,316.17,5e-3,3.9315
23.298,19841,41.139,-10.227,41.175,10.227,662.05,50.844,664,4.3915,1.7299,0.10657,28.61,-80.598,9.7731,0.1974,5.6702,2.3732,-0.61948,9644.8,4464,2.6093,0.019221,129.54,107.8,5.4011,0.1328,3305846,0,4.4817,0.94215,0.94226,0.30087,0.51899,0.12229,0.020998,0.095053,0.0010664,0,0,0,0,0.018775,0.0052458,4.024,82.049,78.651,2.8903,NaN,-24.973,468.5,316.17,5e-3,3.9317
23.303,19841,41.088,-10.226,41.124,10.226,662.08,50.85,664.03,4.3919,1.7294,0.10647,28.61,-80.598,9.7731,0.19841,5.6702,2.378,-0.62046,9644.8,4464,2.6093,0.019221,129.54,107.8,5.4007,0.13264,3301833,0,4.4712,0.9422,0.94231,0.30094,0.51897,0.12229,0.021108,0.094908,0.0012709,0,0,0,0,0.018897,0.0052392,4.024,82.049,78.639,2.8913,NaN,-24.974,468.49,316.16,5e-3,3.9318
23.308,19842,41.037,-10.225,41.073,10.225,662.11,50.856,664.06,4.3922,1.7289,0.10637,28.61,-80.598,9.7731,0.19943,5.6702,2.3829,-0.62142,9644.8,4464,2.6093,0.019221,129.53,107.8,5.4002,0.13249,3297819,0,4.4606,0.94225,0.94236,0.301,0.51896,0.12228,0.021218,0.095563,0.0015614,0,0,0,0,0.01902,0.0052327,4.024,82.049,78.627,2.8922,NaN,-24.975,468.48,316.16,5e-3,3.9319
23.313,19843,40.985,-10.224,41.022,10.224,662.14,50.863,664.09,4.3926,1.7284,0.10627,28.61,-80.598,9.7731,0.20045,5.6702,2.3877,-0.62236,9644.8,4464,2.6093,0.019221,129.53,107.8,5.3997,0.13233,3293807,0,4.4501,0.9423,0.94242,0.30107,0.51895,0.12228,0.021328,0.095783,0.0014972,0,0,0,0,0.019143,0.0052262,4.024,82.049,78.614,2.8931,NaN,-24.977,468.46,316.16,5e-3,3.932
23.318,19843,40.934,-10.222,40.971,10.223,662.16,50.869,664.12,4.393,1.7278,0.10618,28.61,-80.598,9.7731,0.20148,5.6702,2.3926,-0.62333,9644.8,4464,2.6093,0.019221,129.53,107.8,5.3993,0.13217,3289796,0,4.4396,0.94235,0.94247,0.30114,0.51894,0.12227,0.02144,0.096475,0.0016179,0,0,0,0,0.019267,0.0052196,4.024,82.049,78.602,2.894,NaN,-24.978,468.45,316.16,5e-3,3.9321
23.323,19844,40.883,-10.221,40.92,10.222,662.19,50.875,664.14,4.3933,1.7273,0.10608,28.61,-80.598,9.7731,0.20252,5.6702,2.3975,-0.62427,9644.8,4464,2.6093,0.019221,129.53,107.8,5.3988,0.13201,3285785,0,4.429,0.9424,0.94252,0.3012,0.51893,0.12227,0.021552,0.09702,0.0010446,0,0,0,0,0.019392,0.0052131,4.024,82.049,78.59,2.895,NaN,-24.979,468.44,316.16,5e-3,3.9322
23.328,19845,40.832,-10.22,40.869,10.221,662.22,50.882,664.17,4.3937,1.7268,0.10598,28.61,-80.598,9.773,0.20357,5.6702,2.4024,-0.6252,9644.8,4464,2.6093,0.019221,129.53,107.8,5.3983,0.13185,3281775,0,4.4185,0.94245,0.94257,0.30127,0.51892,0.12226,0.021664,0.097783,0.0012439,0,0,0,0,0.019519,0.0052065,4.024,82.049,78.577,2.8959,NaN,-24.981,468.42,316.16,5e-3,3.9324
23.333,19845,40.781,-10.219,40.818,10.22,662.25,50.888,664.2,4.3941,1.7263,0.10589,28.61,-80.598,9.773,0.20462,5.6702,2.4073,-0.62613,9644.8,4464,2.6093,0.019221,129.52,107.8,5.3979,0.13169,3277767,0,4.4081,0.9425,0.94262,0.30133,0.51891,0.12225,0.021778,0.098247,9.4202e-4,0,0,0,0,0.019646,0.0052,4.024,82.049,78.565,2.8968,NaN,-24.982,468.41,316.16,5e-3,3.9325
23.338,19846,40.73,-10.218,40.766,10.219,662.27,50.895,664.23,4.3944,1.7258,0.10579,28.61,-80.598,9.773,0.20567,5.6702,2.4122,-0.62705,9644.8,4464,2.6093,0.019221,129.52,107.8,5.3974,0.13154,3273758,0,4.3976,0.94255,0.94267,0.3014,0.5189,0.12225,0.021892,0.09849,0.0014253,0,0,0,0,0.019774,0.0051935,4.024,82.049,78.552,2.8977,NaN,-24.983,468.4,316.16,5e-3,3.9326
23.343,19847,40.679,-10.217,40.715,10.218,662.3,50.901,664.26,4.3948,1.7252,0.10569,28.61,-80.598,9.773,0.20674,5.6702,2.4171,-0.62797,9644.8,4464,2.6093,0.019221,129.52,107.8,5.3969,0.13138,3269751,0,4.3871,0.9426,0.94273,0.30147,0.51889,0.12224,0.022007,0.098952,0.0017185,0,0,0,0,0.019903,0.0051869,4.024,82.049,78.54,2.8987,NaN,-24.985,468.38,316.16,5e-3,3.9328
23.348,19847,40.628,-10.216,40.664,10.216,662.33,50.907,664.28,4.3952,1.7247,0.1056,28.61,-80.598,9.773,0.20781,5.6702,2.4221,-0.62887,9644.8,4464,2.6093,0.019221,129.52,107.8,5.3964,0.13122,3265745,0,4.3767,0.94265,0.94278,0.30153,0.51888,0.12224,0.022122,0.099703,0.0013767,0,0,0,0,0.020033,0.0051804,4.024,82.049,78.527,2.8996,NaN,-24.986,468.37,316.16,5e-3,3.9329
23.353,19848,40.577,-10.215,40.613,10.215,662.36,50.914,664.31,4.3955,1.7242,0.1055,28.61,-80.598,9.773,0.20888,5.6702,2.4271,-0.62977,9644.8,4464,2.6093,0.019221,129.52,107.8,5.3959,0.13106,3261739,0,4.3663,0.9427,0.94283,0.3016,0.51887,0.12223,0.022239,0.099668,8.8086e-4,0,0,0,0,0.020164,0.0051739,4.024,82.049,78.515,2.9005,NaN,-24.987,468.36,316.16,5e-3,3.933
23.358,19849,40.526,-10.214,40.562,10.214,662.38,50.92,664.34,4.3959,1.7237,0.10541,28.61,-80.598,9.773,0.20997,5.6702,2.432,-0.63064,9644.8,4464,2.6093,0.019221,129.51,107.8,5.3954,0.1309,3257734,0,4.3559,0.94276,0.94288,0.30167,0.51886,0.12223,0.022356,0.10052,8.7365e-4,0,0,0,0,0.020296,0.0051673,4.024,82.049,78.502,2.9015,NaN,-24.989,468.35,316.16,5e-3,3.9332
23.363,19849,40.475,-10.213,40.511,10.213,662.41,50.927,664.37,4.3963,1.7232,0.10531,28.61,-80.598,9.773,0.21106,5.6702,2.437,-0.63152,9644.8,4464,2.6093,0.019221,129.51,107.8,5.3949,0.13074,3253730,0,4.3455,0.94281,0.94294,0.30174,0.51885,0.12222,0.022474,0.10121,0.0017255,0,0,0,0,0.020429,0.0051608,4.024,82.049,78.49,2.9024,NaN,-24.99,468.33,316.15,5e-3,3.9333
23.368,19850,40.423,-10.212,40.46,10.212,662.44,50.933,664.4,4.3966,1.7227,0.10522,28.61,-80.598,9.773,0.21216,5.6702,2.442,-0.6324,9644.8,4464,2.6093,0.019221,129.51,107.8,5.3945,0.13059,3249727,0,4.3351,0.94286,0.94299,0.3018,0.51884,0.12222,0.022593,0.10125,0.0011675,0,0,0,0,0.020563,0.0051543,4.024,82.049,78.477,2.9033,NaN,-24.991,468.32,316.15,5e-3,3.9335
23.373,19851,40.372,-10.211,40.409,10.211,662.47,50.939,664.42,4.397,1.7221,0.10512,28.61,-80.598,9.773,0.21326,5.6702,2.4471,-0.63325,9644.8,4464,2.6093,0.019221,129.51,107.8,5.394,0.13043,3245725,0,4.3247,0.94291,0.94304,0.30187,0.51883,0.12221,0.022712,0.10143,9.81e-4,0,0,0,0,0.020698,0.0051477,4.024,82.049,78.464,2.9042,NaN,-24.993,468.31,316.15,5e-3,3.9336
23.378,19851,40.321,-10.209,40.358,10.21,662.5,50.946,664.45,4.3974,1.7216,0.10502,28.61,-80.598,9.773,0.21437,5.6702,2.4521,-0.63411,9644.8,4464,2.6093,0.019221,129.51,107.8,5.3935,0.13027,3241723,0,4.3144,0.94296,0.9431,0.30194,0.51882,0.12221,0.022832,0.10237,9.8128e-4,0,0,0,0,0.020834,0.0051412,4.024,82.049,78.452,2.9052,NaN,-24.994,468.29,316.15,5e-3,3.9337
23.383,19852,40.27,-10.208,40.307,10.209,662.52,50.952,664.48,4.3977,1.7211,0.10493,28.61,-80.598,9.773,0.21549,5.6702,2.4572,-0.63495,9644.8,4464,2.6093,0.019221,129.5,107.8,5.393,0.13011,3237723,0,4.304,0.94301,0.94315,0.30201,0.51881,0.1222,0.022953,0.10312,0.0017832,0,0,0,0,0.020971,0.0051347,4.024,82.049,78.439,2.9061,NaN,-24.995,468.28,316.15,5e-3,3.9339
23.388,19853,40.219,-10.207,40.256,10.208,662.55,50.958,664.51,4.3981,1.7206,0.10483,28.61,-80.598,9.773,0.21662,5.6702,2.4623,-0.63579,9644.8,4464,2.6093,0.019221,129.5,107.8,5.3924,0.12995,3233723,0,4.2937,0.94307,0.9432,0.30207,0.5188,0.1222,0.023075,0.10286,0.0010888,0,0,0,0,0.021109,0.0051281,4.024,82.049,78.426,2.907,NaN,-24.997,468.27,316.15,5e-3,3.934
23.393,19853,40.168,-10.206,40.205,10.207,662.58,50.965,664.53,4.3985,1.7201,0.10474,28.61,-80.598,9.773,0.21775,5.6702,2.4673,-0.63662,9644.8,4464,2.6093,0.019221,129.5,107.8,5.3919,0.1298,3229724,0,4.2834,0.94312,0.94326,0.30214,0.51879,0.12219,0.023197,0.1043,0.0014823,0,0,0,0,0.021248,0.0051216,4.024,82.049,78.414,2.9079,NaN,-24.998,468.25,316.15,5e-3,3.9341
23.398,19854,40.117,-10.205,40.154,10.206,662.61,50.971,664.56,4.3988,1.7196,0.10465,28.61,-80.598,9.773,0.21889,5.6702,2.4724,-0.63744,9644.8,4464,2.6093,0.019221,129.5,107.8,5.3914,0.12964,3225726,0,4.2731,0.94317,0.94331,0.30221,0.51878,0.12218,0.023321,0.10427,9.7474e-4,0,0,0,0,0.021388,0.0051151,4.024,82.049,78.401,2.9089,NaN,-24.999,468.24,316.15,5e-3,3.9342
23.403,19854,40.066,-10.204,40.103,10.205,662.63,50.978,664.59,4.3992,1.7191,0.10455,28.61,-80.598,9.773,0.22003,5.6702,2.4776,-0.63826,9644.8,4464,2.6093,0.019221,129.5,107.8,5.3909,0.12948,3221728,0,4.2628,0.94322,0.94336,0.30228,0.51877,0.12218,0.023445,0.10473,0.0017818,0,0,0,0,0.021529,0.0051085,4.024,82.049,78.388,2.9098,NaN,-25.001,468.23,316.15,5e-3,3.9343
23.408,19855,40.015,-10.203,40.052,10.204,662.66,50.984,664.62,4.3996,1.7186,0.10446,28.61,-80.598,9.773,0.22119,5.6702,2.4827,-0.63906,9644.8,4464,2.6093,0.019221,129.49,107.8,5.3904,0.12932,3217732,0,4.2525,0.94327,0.94342,0.30234,0.51875,0.12217,0.02357,0.10514,0.0010776,0,0,0,0,0.021672,0.005102,4.024,82.049,78.375,2.9107,NaN,-25.002,468.22,316.15,5e-3,3.9344
23.413,19856,39.964,-10.202,40.001,10.202,662.69,50.99,664.65,4.3999,1.718,0.10436,28.61,-80.598,9.773,0.22235,5.6702,2.4879,-0.63986,9644.8,4464,2.6093,0.019221,129.49,107.8,5.3899,0.12916,3213736,0,4.2423,0.94333,0.94347,0.30241,0.51874,0.12217,0.023695,0.10588,0.0017095,0,0,0,0,0.021815,0.0050955,4.024,82.049,78.362,2.9116,NaN,-25.003,468.2,316.15,5e-3,3.9346
23.418,19856,39.913,-10.201,39.95,10.201,662.71,50.997,664.67,4.4003,1.7175,0.10427,28.61,-80.598,9.773,0.22352,5.6702,2.493,-0.64065,9644.8,4464,2.6093,0.019221,129.49,107.8,5.3893,0.12901,3209741,0,4.232,0.94338,0.94352,0.30248,0.51873,0.12216,0.023822,0.1062,0.0011141,0,0,0,0,0.021959,0.005089,4.024,82.049,78.35,2.9126,NaN,-25.005,468.19,316.15,5e-3,3.9347
23.423,19857,39.862,-10.2,39.899,10.2,662.74,51.003,664.7,4.4007,1.717,0.10417,28.61,-80.598,9.773,0.22469,5.6702,2.4982,-0.64144,9644.8,4464,2.6093,0.019221,129.49,107.8,5.3888,0.12885,3205747,0,4.2218,0.94343,0.94358,0.30255,0.51872,0.12216,0.023949,0.10694,0.0019211,0,0,0,0,0.022105,0.0050824,4.024,82.049,78.337,2.9135,NaN,-25.006,468.18,316.15,5e-3,3.9348
23.428,19858,39.811,-10.199,39.848,10.199,662.77,51.009,664.73,4.401,1.7165,0.10408,28.61,-80.598,9.773,0.22588,5.6702,2.5034,-0.64223,9644.8,4464,2.6093,0.019221,129.49,107.8,5.3883,0.12869,3201754,0,4.2116,0.94348,0.94363,0.30262,0.51871,0.12215,0.024077,0.10786,9.8584e-4,0,0,0,0,0.022251,0.0050759,4.024,82.049,78.324,2.9144,NaN,-25.007,468.16,316.14,5e-3,3.9349
23.433,19858,39.76,-10.198,39.797,10.198,662.8,51.016,664.76,4.4014,1.716,0.10399,28.61,-80.598,9.773,0.22707,5.6702,2.5086,-0.643,9644.8,4464,2.6093,0.019221,129.48,107.8,5.3877,0.12853,3197762,0,4.2014,0.94354,0.94369,0.30269,0.5187,0.12215,0.024206,0.10843,0.001835,0,0,0,0,0.022399,0.0050694,4.024,82.049,78.311,2.9153,NaN,-25.009,468.15,316.14,5e-3,3.9351
23.438,19859,39.709,-10.197,39.746,10.197,662.82,51.022,664.79,4.4018,1.7155,0.10389,28.61,-80.598,9.773,0.22826,5.6702,2.5138,-0.64378,9644.8,4464,2.6093,0.019221,129.48,107.8,5.3872,0.12838,3193770,0,4.1912,0.94359,0.94374,0.30275,0.51869,0.12214,0.024336,0.10849,0.0017681,0,0,0,0,0.022548,0.0050629,4.024,82.049,78.298,2.9163,NaN,-25.01,468.14,316.14,5e-3,3.9352
23.443,19860,39.658,-10.196,39.695,10.196,662.85,51.029,664.81,4.4021,1.715,0.1038,28.61,-80.598,9.773,0.22947,5.6702,2.5191,-0.64455,9644.8,4464,2.6093,0.019221,129.48,107.8,5.3867,0.12822,3189779,0,4.1811,0.94364,0.9438,0.30282,0.51868,0.12214,0.024467,0.10885,0.0010994,0,0,0,0,0.022698,0.0050563,4.024,82.049,78.285,2.9172,NaN,-25.011,468.13,316.14,5e-3,3.9353
23.448,19860,39.607,-10.194,39.644,10.195,662.88,51.035,664.84,4.4025,1.7145,0.10371,28.61,-80.598,9.773,0.23068,5.6702,2.5243,-0.64532,9644.8,4464,2.6093,0.019221,129.48,107.8,5.3861,0.12806,3185790,0,4.1709,0.9437,0.94385,0.30289,0.51867,0.12213,0.024598,0.11008,0.0012805,0,0,0,0,0.02285,0.0050498,4.024,82.049,78.272,2.9181,NaN,-25.013,468.11,316.14,5e-3,3.9354
23.453,19861,39.556,-10.193,39.593,10.194,662.91,51.041,664.87,4.4029,1.714,0.10361,28.61,-80.598,9.773,0.2319,5.6702,2.5296,-0.64607,9644.8,4464,2.6093,0.019221,129.47,107.8,5.3856,0.1279,3181800,0,4.1608,0.94375,0.94391,0.30296,0.51866,0.12213,0.024731,0.10984,0.0018917,0,0,0,0,0.023002,0.0050433,4.024,82.049,78.259,2.919,NaN,-25.014,468.1,316.14,5e-3,3.9355
23.458,19862,39.505,-10.192,39.542,10.193,662.93,51.048,664.9,4.4032,1.7135,0.10352,28.61,-80.598,9.773,0.23313,5.6702,2.5349,-0.64681,9644.8,4464,2.6093,0.019221,129.47,107.8,5.385,0.12774,3177812,0,4.1506,0.9438,0.94396,0.30303,0.51865,0.12212,0.024864,0.11058,0.0017395,0,0,0,0,0.023155,0.0050368,4.024,82.049,78.246,2.92,NaN,-25.015,468.09,316.14,5e-3,3.9357
23.463,19862,39.454,-10.191,39.492,10.192,662.96,51.054,664.92,4.4036,1.713,0.10343,28.61,-80.598,9.773,0.23437,5.6702,2.5402,-0.64754,9644.8,4464,2.6093,0.019221,129.47,107.8,5.3845,0.12759,3173825,0,4.1405,0.94386,0.94402,0.3031,0.51864,0.12212,0.024998,0.11143,0.0015496,0,0,0,0,0.02331,0.0050303,4.024,82.049,78.233,2.9209,NaN,-25.017,468.08,316.14,5e-3,3.9358
23.468,19863,39.403,-10.19,39.441,10.191,662.99,51.06,664.95,4.404,1.7125,0.10334,28.61,-80.598,9.773,0.23561,5.6702,2.5455,-0.64826,9644.8,4464,2.6093,0.019221,129.47,107.8,5.3839,0.12743,3169838,0,4.1304,0.94391,0.94407,0.30317,0.51863,0.12211,0.025133,0.11164,0.0019933,0,0,0,0,0.023465,0.0050237,4.024,82.049,78.22,2.9218,NaN,-25.018,468.06,316.14,5e-3,3.9359
23.473,19864,39.352,-10.189,39.39,10.19,663.02,51.067,664.98,4.4043,1.712,0.10324,28.61,-80.598,9.773,0.23687,5.6702,2.5508,-0.64898,9644.8,4464,2.6093,0.019221,129.47,107.8,5.3834,0.12727,3165852,0,4.1204,0.94396,0.94413,0.30324,0.51862,0.12211,0.025269,0.11286,0.0010349,0,0,0,0,0.023622,0.0050172,4.024,82.049,78.206,2.9228,NaN,-25.019,468.05,316.14,5e-3,3.936
23.478,19864,39.301,-10.188,39.339,10.189,663.04,51.073,665.01,4.4047,1.7114,0.10315,28.61,-80.598,9.773,0.23813,5.6702,2.5562,-0.64971,9644.8,4464,2.6093,0.019221,129.46,107.8,5.3828,0.12711,3161867,0,4.1103,0.94402,0.94418,0.30331,0.51861,0.1221,0.025406,0.11313,0.0018394,0,0,0,0,0.023781,0.0050107,4.024,82.049,78.193,2.9237,NaN,-25.02,468.04,316.14,5e-3,3.9361
23.483,19865,39.251,-10.187,39.288,10.188,663.07,51.08,665.04,4.4051,1.7109,0.10306,28.61,-80.598,9.773,0.2394,5.6702,2.5616,-0.65041,9644.8,4464,2.6093,0.019221,129.46,107.8,5.3822,0.12696,3157883,0,4.1002,0.94407,0.94424,0.30337,0.5186,0.1221,0.025544,0.11338,0.0017283,0,0,0,0,0.02394,0.0050042,4.024,82.049,78.18,2.9246,NaN,-25.022,468.02,316.14,5e-3,3.9362
23.488,19866,39.2,-10.186,39.237,10.187,663.1,51.086,665.06,4.4054,1.7104,0.10297,28.61,-80.598,9.773,0.24067,5.6702,2.5669,-0.65112,9644.8,4464,2.6093,0.019221,129.46,107.8,5.3817,0.1268,3153900,0,4.0902,0.94412,0.94429,0.30344,0.51859,0.12209,0.025682,0.11387,0.001922,0,0,0,0,0.024101,0.0049977,4.024,82.049,78.167,2.9255,NaN,-25.023,468.01,316.13,5e-3,3.9364
23.493,19866,39.149,-10.185,39.186,10.185,663.13,51.092,665.09,4.4058,1.7099,0.10288,28.61,-80.598,9.773,0.24196,5.6702,2.5723,-0.65182,9644.8,4464,2.6093,0.019221,129.46,107.8,5.3811,0.12664,3149917,0,4.0802,0.94418,0.94435,0.30351,0.51858,0.12208,0.025822,0.11467,0.0020567,0,0,0,0,0.024262,0.0049912,4.024,82.049,78.154,2.9265,NaN,-25.024,468,316.13,5e-3,3.9365
23.498,19867,39.098,-10.184,39.135,10.184,663.15,51.099,665.12,4.4062,1.7094,0.10278,28.61,-80.598,9.773,0.24325,5.6702,2.5777,-0.65251,9644.8,4464,2.6093,0.019221,129.45,107.8,5.3805,0.12648,3145936,0,4.0702,0.94423,0.9444,0.30358,0.51857,0.12208,0.025962,0.11532,0.001714,0,0,0,0,0.024425,0.0049846,4.024,82.049,78.14,2.9274,NaN,-25.026,467.99,316.13,5e-3,3.9366
23.503,19867,39.047,-10.183,39.084,10.183,663.18,51.105,665.15,4.4065,1.7089,0.10269,28.61,-80.598,9.773,0.24455,5.6702,2.5832,-0.6532,9644.8,4464,2.6093,0.019221,129.45,107.8,5.3799,0.12633,3141955,0,4.0602,0.94429,0.94446,0.30365,0.51856,0.12207,0.026103,0.11626,0.0014529,0,0,0,0,0.02459,0.0049781,4.024,82.049,78.127,2.9283,NaN,-25.027,467.97,316.13,5e-3,3.9367
23.508,19868,38.996,-10.182,39.033,10.182,663.21,51.111,665.17,4.4069,1.7084,0.1026,28.61,-80.598,9.773,0.24586,5.6702,2.5886,-0.65387,9644.8,4464,2.6093,0.019221,129.45,107.8,5.3793,0.12617,3137975,0,4.0502,0.94434,0.94452,0.30372,0.51855,0.12207,0.026246,0.11645,0.0010795,0,0,0,0,0.024755,0.0049716,4.024,82.049,78.114,2.9293,NaN,-25.028,467.96,316.13,5e-3,3.9368
23.513,19869,38.945,-10.181,38.982,10.181,663.23,51.118,665.2,4.4073,1.7079,0.10251,28.61,-80.598,9.773,0.24718,5.6702,2.5941,-0.65454,9644.8,4464,2.6093,0.019221,129.45,107.8,5.3787,0.12601,3133996,0,4.0402,0.9444,0.94457,0.30379,0.51854,0.12206,0.026389,0.11656,0.0011468,0,0,0,0,0.024922,0.0049651,4.024,82.049,78.1,2.9302,NaN,-25.029,467.95,316.13,5e-3,3.9369
23.518,19869,38.894,-10.18,38.932,10.18,663.26,51.124,665.23,4.4076,1.7074,0.10242,28.61,-80.598,9.773,0.2485,5.6702,2.5996,-0.6552,9644.8,4464,2.6093,0.019221,129.44,107.8,5.3781,0.12585,3.13e6,0,4.0302,0.94445,0.94463,0.30386,0.51853,0.12206,0.026533,0.11744,0.0019186,0,0,0,0,0.02509,0.0049586,4.024,82.049,78.087,2.9311,NaN,-25.031,467.94,316.13,5e-3,3.9371
23.523,19870,38.843,-10.179,38.881,10.179,663.29,51.131,665.26,4.408,1.7069,0.10233,28.61,-80.598,9.773,0.24984,5.6702,2.605,-0.65586,9644.8,4464,2.6093,0.019221,129.44,107.8,5.3776,0.1257,3126040,0,4.0203,0.9445,0.94469,0.30393,0.51852,0.12205,0.026678,0.11787,0.0012891,0,0,0,0,0.02526,0.0049521,4.024,82.049,78.074,2.932,NaN,-25.032,467.92,316.13,5e-3,3.9372
